Pais,Categoria,Subcategoria,Limite,Estado,Titulo,Titulo 1,Titulo 2,Titulo 3,Titulo 4,Titulo 5,Titulo 6,Titulo 7,Titulo 8,Titulo 9,Titulo 10,Titulo 11,Titulo 12,Titulo 13,Titulo 14,Titulo 15,Titulo 16,Titulo 17,Titulo 18,Titulo 19,Titulo 20,Titulo 21,Titulo 22,Titulo 23,Titulo 24,Titulo 25
España,Arquitectura y Monumentos,Barroco,25,Completado,,La Granja de San Ildefonso,El Palacio Real de Madrid,La Catedral de Santiago de Compostela (fachada barroca),El Convento de Las Descalzas Reales,El Palacio de la Zarzuela (parte barroca),La Iglesia de San Francisco el Grande,El Palacio de Carlos III en El Pardo,La Plaza Mayor de Madrid,La Catedral de Salamanca (fachada barroca),El Monasterio de El Escorial,La Iglesia de San Ildefonso en Madrid,La Casa de las Conchas en Salamanca,La Iglesia de San Ildefonso de Toledo,El Palacio de la Audiencia de Valladolid,La Catedral de Málaga (fachada barroca),La Iglesia de San Pedro Mártir en Madrid,El Palacio de la Bolsa de Bilbao,La Plaza de Armas de Ávila (con influencias barrocas),La Iglesia de San Juan de los Reyes en Toledo,El Palacio de los Duques de Alba en Sevilla,La Iglesia de Santa María del Buen Suceso en Madrid,La Casa de la Villa de Madrid,El Palacio de los Duques de Alburquerque en Córdoba,La Iglesia de San Francisco de Asís en Cáceres,El Palacio de los Marqueses de Santa Cruz en Burgos
España,Arquitectura y Monumentos,Rococó,25,Completado,,Palacio de la Granja de San Ildefonso,Real Sitio de San Lorenzo de El Escorial (parte del complejo con influencias rococó),Catedral de Santiago de Compostela (restauraciones rococó en capillas laterales),Palacio de Aranjuez (extensión rococó en jardines y salas interiores),Convento de Las Descalzas Reales (interiores con decoración rococó),Basílica de Nuestra Señora de la Asunción en El Pilar (decoración rococó en capillas),"Palacio de la Virreina (Madrid, remodelado en estilo rococó)","Casa de los Siete Picos (Valladolid, con elementos rococó en decoración interior)","Real Casa de la Moneda (Madrid, decoración rococó en salas públicas)",Templo de Debod (transformado con estilos rococó durante el siglo XVIII),"Palacio de los Duques de Alburquerque (Sevilla, remodelaciones rococó)","Casa de la Cierva (Salamanca, con decoración rococó en salas interiores)",Palacio de la Diputación Provincial de Badajoz (estilo rococó en fachadas y salas),"Real Fábrica de Tabacos (Madrid, decoración rococó en interiores)","Convento de San Francisco el Grande (Madrid, elementos rococó en capillas laterales)","Iglesia de Santa María de la Cinta (Burgos, reforma rococó en el altar mayor)","Palacio de la Audiencia (Oviedo, decoración rococó en salas internas)","Casa de los Gobernadores (Lugo, remodelada con estilo rococó)","Templo de San Juan de Dios (Zaragoza, capilla con decoración rococó)","Palacio de los Condes de Gondomar (Santiago de Compostela, interior rococó)","Casa de la Cofradía de la Santa Cruz (Cáceres, con elementos rococó en fachadas y salas)","Convento de San Francisco de La Llana (A Coruña, reformas rococó en capillas)","Palacio de los Duques de Alburquerque (Cádiz, decoración rococó en salas interiores)","Iglesia de San Pedro de las Dueñas (León, reforma rococó en retablos)","Palacio de la Casa de los Infantes (Toledo, remodelaciones rococó en salas interiores)"
España,Arquitectura y Monumentos,Neoclasicismo,25,Completado,,El Templo de Debod,La Casa de la Aduana (Madrid),"El Palacio de Cristal (Parque del Retiro, Madrid)",La Plaza de la Catedral (Cádiz),El Puente de Triana (Sevilla),El Real Sitio de San Lorenzo de El Escorial,La Casa de la Contratación (Sevilla),El Teatro Principal de Zaragoza,El Palacio de la Diputación Provincial (Valencia),La Catedral de Santa María (Cuenca),El Palacio de la Diputación (Málaga),El Panteón de los Héroes (Madrid),La Puerta de Alcalá (Madrid),El Palacio de las Cortes (Madrid),La Iglesia de San Francisco el Grande (Madrid),El Palacio de la Diputación (Burgos),El Teatro de la Cruz (Córdoba),El Palacio de la Diputación (Santiago de Compostela),La Casa de la Cultura (Oviedo),El Palacio de la Diputación (Cáceres),La Iglesia de San Juan Bautista (León),El Palacio de la Diputación (Jaén),El Palacio de la Diputación (Granada),El Palacio de la Diputación (Almería),El Palacio de la Diputación (Huelva)
España,Arquitectura y Monumentos,Romanticismo,25,Completado,,Palacio de la Magdalena (Cantabria),Catedral de San Juan Bautista (Zaragoza),Casa de las Conchas (Salamanca),Castillo de Montjuïc (Barcelona),Teatro Principal de Bilbao,Palacio de los Condes de Aranda (Valladolid),Catedral de San Juan de la Peña (Huesca),Monasterio de San Juan de la Peña (Huesca),Casa de Pilatos (Sevilla),Catedral de Santa María (Santiago de Compostela),Palacio de la Diputación Provincial (Cáceres),Catedral de la Almudena (Madrid),Castillo de San Sebastián (Pontevedra),Palacio de los Duques de Alburquerque (Córdoba),Catedral de Santa María (Toledo),Palacio de la Cámara (Granada),Casa de la Ciencia (Madrid),Templo del Carmen (Burgos),Catedral de Santa María (Lugo),Palacio de los Siete Picos (San Sebastián),Castillo de San Antonio (Cartagena),Catedral de San Pedro (Oviedo),Palacio de la Diputación (Málaga),Catedral de Santa María (Cuenca),Monumento a los Caídos (Madrid)
España,Arquitectura y Monumentos,Realismo,25,Completado,,Catedral de Santa María del Buen Suceso (La Seo) en Zaragoza,Palacio de la Magdalena en Santander,Estación de Madrid Atocha,Casa de los Puentes en Oviedo,Teatro Principal de Bilbao,Casa de la Moneda en Madrid,Palacio de la Diputación de Barcelona,Casa de la Aduana en Cádiz,Palacio de la Bolsa de Valencia,Catedral de San Juan Bautista en Lugo,Casa de la Cultura en Málaga,Estación de Ferrocarril de Granada,Casa de la Cámara en Burgos,Palacio de la Diputación de Jaén,Casa de la Rectoría en León,Casa de la Villa en Toledo,Casa de la Corte en Salamanca,Casa de la Diputación de Cáceres,Palacio de la Justicia en Sevilla,Casa de la Compañía de Jesús en Córdoba,Casa de la Renta en Alcalá de Henares,Casa de la Cámara de Ávila,Casa de la Diputación de Cuenca,Palacio de la Diputación de Huelva,Casa de la Diputación de Almería
España,Arquitectura y Monumentos,Impresionismo y Post-Impresionismo,25,Completado,,Casa Batlló,Casa Milà (La Pedrera),Palau Güell,Park Güell,Catedral de Santa María del Mar,Casa Amatller,Casa Lleó Morera,Casa Terrades,Casa de los Picos,Casa de la Ciudadanía (Antiguo Ayuntamiento de Barcelona),Estación de Sants (Barcelona),Palacio de la Generalitat de Cataluña,Catedral de Burgos,Catedral de León,Catedral de Santiago de Compostela,Alcázar de Segovia,Castillo de Coca,Monasterio de San Juan de Ortega,Catedral de Toledo,Catedral de Santa María de la Blanca (Toledo),Palacio de los Duques de Alba (Sevilla),Catedral de Sevilla,Torre de la Plata (Sevilla),Catedral de Jaén,Convento de San Esteban (Salamanca)
España,Arquitectura y Monumentos,Modernismo,25,Completado,,Casa Batlló,Casa Milà (La Pedrera),Palau Güell,Park Güell,Casa Amatller,Casa Lleó Morera,Casa Terradas,Casa de les Punxes,Casa Vicens,Edificio del Hotel Internacional,Casa Fuster,Casa de la Torre,Casa de los Pájaros,Casa de la Caja de Ahorros del Mediterráneo,Casa de la Seda,Casa de la Música,Casa dels Botiguers,Casa dels Pobres,Casa de la Cámara de Comercio,Casa dels Estudis,Casa dels Pescadors,Casa dels Pobres de Sant Martí,Casa de la Vila de Santa Coloma de Gramenet,Casa dels Pobres de Sant Adrià de Besòs,Casa dels Pobres de Mataró
España,Arquitectura y Monumentos,Vanguardias,25,Completado,,Casa Milà (La Pedrera),Casa Batlló,Palau Güell,Casa Calvet,Park Güell,Casa Lleó Morera,Casa Amatller,Casa Terradas,Casa de les Punxes,Palacio de la Música Catalana,Estación de Sants-Montjuïc,Edificio del Banco de España en Madrid,Casa de los Picos,Casa de los Siete Gables,Casa de la Fábrica de Cerveza,Casa del Puente,Casa de la Música,Casa de los Pájaros,Casa de la Torre,Casa de la Prensa,Casa de la Calle del Ángel,Casa de la Aduana,Casa de la Catedral,Casa de la Plaza Mayor,Casa de la Rectoría
España,Arquitectura y Monumentos,Arte Moderno y Contemporáneo,25,Completado,,Casa Milà (La Pedrera),Casa Batlló,Parque Güell,Palau Güell,Catedral de Santa María del Mar,Edificio Espai Gaudí,Museo Nacional Centro de Arte Reina Sofía,Museo Guggenheim Bilbao,Catedral de la Almudena,La Fábrica (Casa de la Música) en Madrid,Torre Agbar,Estación de Atocha Renovada,Casa de las Siete Chimeneas,Casa de la Música (Bilbao),Museo de Arte Contemporáneo de Castilla y León (MUSAC),Casa del Lector (Bilbao),Palacio de Congresos de Madrid,Edificio de la Caja de Ahorros del Mediterráneo (Valencia),Museo de Arte Contemporáneo de Málaga (MACM),Centro de Arte Contemporáneo de Málaga,Casa de la Arquitectura (Barcelona),La Pedrera de la Ciudad de la Justicia (Barcelona),Edificio del Ayuntamiento de Valencia (Nuevo Ayuntamiento),Casa de la Cultura de San Sebastián,Casa del Agua (Madrid)
Francia,Pintura,Antigüedad (Romana/Griega),25,Completado,,La Venus de Milo,El Hércules de Delos,El Toro de Cartago,La Dama de Éphèse,El Cabeza de Augusto (Cópia romana),La Victoria de Samotracia,El Apolo de Belvedere,El Hércules de la Escultura Romana,La Sibila de Tivoli,La Venus de Arles,El Hermes de Praxiteles (cópia romana),El Niño con el Perro (escultura griega romana),La Cabeza de Atenea (del templo de Júpiter en Roma),El Cíclope de la Vía Appia,La Dama de la Lámpara (copia romana),El Luchador de la Antigüedad (copia romana),El Héroe de la Batalla (escultura romana),La Sibila de Cumas,El Cabeza de Dionisio (copia romana),"La Virgen de las Rocas (versión antigua, inspirada en temas clásicos)",El Retrato de un Senador Romano (copia del siglo I a.C.),El Toro de la Villa Albani,La Dama de la Cabeza de Cobre,El Héroe de la Lucha (copia romana del modelo griego),La Estatua de la Libertad Romana (copia de estilo helenístico)
Francia,Pintura,Arte Medieval (Románico),25,Completado,,El Retablo de Moissac,La Portada de Saint-Guilhem-le-Désert,El Cristo Pantocrátor de la Catedral de Saint-Étienne de Caen,El fresco de la Capilla de San Pedro en la Abadía de Saint-Pons-de-Thomières,El fresco de la Capilla de la Virgen en la Catedral de Saint-Bénezet,El fresco de la Capilla de San Juan Bautista en la Iglesia de Saint-Sernin de Toulouse,El fresco del Juicio Final en la Catedral de Saint-Étienne de Caen,El fresco de la Virgen y el Niño en la Iglesia de Saint-Pierre de Lézignan,El fresco de los Apóstoles en la Catedral de Saint-Germain-des-Prés,El fresco de la Crucifixión en la Iglesia de Saint-Martin de Mirepoix,El fresco de la Ascensión en la Catedral de Saint-Étienne de Cahors,El fresco de la Adoración de los Reyes Magos en la Iglesia de Saint-Martin de Saverdun,El fresco de San Miguel Arcángel en la Catedral de Saint-Bertrand-de-Comminges,El fresco de la Virgen de la Misericordia en la Iglesia de Saint-Christophe de Montségur,El fresco de la Transfiguración en la Catedral de Saint-Étienne de Bourges,El fresco de la Virgen de la Piedad en la Iglesia de Saint-André de Vézelay,El fresco de la Coronación de la Virgen en la Catedral de Saint-Étienne de Reims,El fresco de la Resurrección en la Iglesia de Saint-Pierre de Puy-en-Velay,El fresco de la Virgen del Carmen en la Catedral de Saint-Étienne de Limoges,El fresco de San Pedro y San Pablo en la Iglesia de Saint-Martin de Saint-Quentin,El fresco de la Virgen de la Consolación en la Iglesia de Saint-Étienne de Châteauroux,El fresco de la Virgen de la Esperanza en la Iglesia de Saint-Martin de Sainte-Marie,El fresco de la Virgen de la Candelaria en la Iglesia de Saint-Pierre de Saint-Amand,El fresco de la Virgen del Rosario en la Iglesia de Saint-Martin de Saint-Martin-des-Champs,El fresco de la Virgen de la Síntesis en la Iglesia de Saint-Étienne de Saint-Flour
Francia,Pintura,Arte Medieval (Gótico),25,Completado,,Retablo de la Virgen del Rosario,Catedral de Notre-Dame de Paris - Cristo en la cruz (escultura y pintura),Catedral de Sainte-Chapelle - Vitrales,Retablo de la Virgen de la Piedad,La Virgen y el Niño con santos (Escuela de Chartres),"El Juicio Final (fresco, Catedral de Bourges)","La Adoración de los Reyes Magos (fresco, Catedral de Reims)","La Crucifixión (retablo, Catedral de Amiens)","La Virgen de la Candelaria (fresco, Catedral de Sens)","El Martirio de San Sebastián (fresco, Catedral de Saint-Denis)","La Anunciación (miniatura, Manuscrito de Saint-Germain-des-Prés)","La Virgen de la Misericordia (retablo, Escuela de Toulouse)","La Coronación de la Virgen (fresco, Catedral de Poitiers)","La Virgen de la Candelaria (miniatura, Manuscrito de Saint-Denis)",El Ángel Gabriel y la Virgen María (manuscrito iluminado),"El Nacimiento de Cristo (fresco, Catedral de Chartres)","La Transfiguración de Cristo (fresco, Catedral de Auxerre)","La Virgen con el Niño entre santos (retablo, Escuela de Lyon)","La Flagelación de Cristo (fresco, Catedral de Le Mans)","La Virgen del Carmen (fresco, Catedral de Tours)","La Virgen del Pilar (fresco, Catedral de Cahors)","La Virgen de la Candelaria (fresco, Catedral de Orléans)","La Virgen de la Consolación (retablo, Escuela de Dijon)","La Virgen del Límite (fresco, Catedral de Saint-Benoît-sur-Loire)","El Apóstol Santiago (fresco, Catedral de Saint-Étienne de Caen)"
Francia,Pintura,Renacimiento,25,Completado,,La Virgen de las Rosas,La Virgen de la Candelaria,La Adoración de los Reyes Magos,La Anunciación,La Última Cena,La Virgen y el Niño con San Juan Bautista,La Asunción de la Virgen,La Virgen de la Candelaria con San Juan Bautista,La Virgen del Carmen,La Virgen del Pilar,La Virgen del Rosario,La Virgen del Cordero,La Virgen de la Inmaculada Concepción,La Virgen de la Esperanza,La Virgen de la Misericordia,La Virgen de la Luz,La Virgen de la Paz,La Virgen de la Gracia,La Virgen de la Pureza,La Virgen de la Sombra,La Virgen de la Esperanza de los Moribundos,La Virgen de la Consolación,La Virgen de la Victoria,La Virgen de la Piedad,La Virgen de la Fe
Francia,Pintura,Manierismo,25,Completado,,La Asunción de la Virgen,La Última Cena,El Juicio Final,La Virgen con el Niño y San Juan Bautista,La Adoración de los Magos,La Virgen de la Candelaria,La Crucifixión de San Pedro,La Anunciación,La Virgen de la Candelaria con San Juan Bautista,La Virgen de la Inmaculada Concepción,La Virgen de la Asunción,La Virgen del Carmen,La Virgen de la Misericordia,La Virgen de la Soledad,La Virgen de la Esperanza,La Virgen de la Piedad,La Virgen de la Gracia,La Virgen de la Consolación,La Virgen de la Salud,La Virgen de la Pureza,La Virgen de la Paz,La Virgen de la Luz,La Virgen de la Esperanza de la Cruz,La Virgen de la Victoria,La Virgen de la Reina de los Ángeles
Francia,Pintura,Barroco,25,Completado,,La Lección de Astronomía,La Virgen del Pilar,El Jardín de las Delicias,La Muerte de Sardanápalo,El Sueño de la Razón Produce Monstruos,El Jardín de las Delicias,La Última Cena,El Retrato de Madame de Pompadour,La Libertad Guiando al Pueblo,La Nacimiento de Venus,La Primavera,La Escuela de Atenas,La Última Cena,La Virgen de los Anjou,La Adoración de los Magos,El Jardín de las Delicias,La Muerte de Sardanápalo,La Lección de Astronomía,El Jardín de las Delicias,La Última Cena,La Virgen del Pilar,El Sueño de la Razón Produce Monstruos,La Libertad Guiando al Pueblo,La Nacimiento de Venus,La Primavera
Francia,Pintura,Rococó,25,Completado,,La Dama de la Paloma,El Baile del Château de Chartres,El Desayuno de las Damas,El Jardín de Amor,La Lectura de una Carta,La Corte de Versalles,El Paseo en el Parque,La Fiesta de la Primavera,La Corte de la Reina,La Cacería de la Cierva,La Puesta de Sol en el Jardín,La Pantomima de los Amores,El Paseo de la Duquesa,La Música en el Salón,La Corte de los Símbolos,El Baile de la Corte,La Caza de la Liebre,La Fiesta de los Inocentes,La Corte de los Amores,El Paseo de la Reina,La Corte de las Gracias,La Fiesta de la Luna,El Jardín de las Delicias,La Corte de la Belleza,La Pantomima de las Estaciones
